artist_name	song_name	lyrics
Soda Stereo	Un Millón De Años Luz	No vuelvas no vuelvas sin razón no vuelvas estaré a un millón de años luz Y cuando el mundo enmudece y las promesas engañan nos revolcamos en el jardin por donde nadie pasa Del fuego vino el diluvio la nave vuelve a partir y mi alimento son las cenizas de una noche larga No vuelvas no vuelvas sin razón no vuelvas estaré a un millón de años luz de casa De las historias pasadas ya no me aturde saber que ella conoce mi perversion en una noche larga y esta noche es larga No vuelvas sin razón no vuelvas yo estaré a un millón de años luz de casa yo estaré a un millón de años luz de casa yo estaré a un millón de años luz de casa
Soda Stereo	Cae El Sol	Y cada vez que vuelvo tus ecos estan y querra despertarme y al fin con vos volver a jugar Cae el sol y aun sigo soando sale el sol y no te puedo encontrar Y cada vez que vuelvo aqu siento que vos me arrojaste a la inercia sin novedad, sin decepcin Cae el sol y an sigo soando sale el sol y no te puedo encontrar Y cada vez que vuelvo un mismo final afuera el mundo sigue soy uno ms buscando en el mar Un extrao destino una oscura verdad tan slo tropiezos amar o callar anduve caminando por calles al azar por calles vacas Buenos Aires, Argentina humedad Cae el sol sale el sol y cada vez que vuelvo cae el sol sale el sol
Soda Stereo	De Música Ligera	Odio este domingo híbrido de siempre, me da igual, me da igual. Es un beso en la pantalla del autocine sin gozar, sin gozar. El ojo de la aguja la punta de mi lengua es igual, es igual. En el comienzo fue un big-bang y fue caliente revolver, revolver... sobre los títulos vi caer tu nombre y reaccioné, reaccioné. Solo Dios sabe que es el séptimo día el abismo y la luna en el séptimo día no descansaré... En este tiempo anfibio temo perderte por volar, por volar. El reino de los cielos la llave del averno es igual, es igual. En el séptimo día el abismo y la luna en el séptimo día. Solo Dios sabe que es el séptimo día el abismo y la luna en el séptimo día No descansaré...
Soda Stereo	En La Ciudad De La Furia	Me verás volar por la ciudad de la furia donde nadie sabe de mi y yo soy parte de todos Nada cambiará con un aviso de curva en sus caras veo el temor ya no hay fábulas En la ciudad de la furia Me verás caer como un ave de presa me verás caer sobre terrazas desiertas Me desnudaré por las calles azules me refugiaré antes que todos despierten Me dejarás dormir al amanecer entre tus piernas, entre tus piernas sabrás ocultarte bien y desaparecer entre la niebla, entre la niebla Un hombre alado extraña la tierra Me verás volar por la ciudad de la furia donde nadie sabe de mi y yo soy parte de todos La luz del Sol derrite mis alas sólo encuentro en la oscuridad lo que me une con la ciudad de la furia Me verás caer como una flecha salvaje me verás caer entre vuelos fugaces Buenos Aires se ve tan susceptible es el destino de furias lo que en sus caras persiste Me dejarás dormir al amanecer entre tus piernas, entre tus piernas sabrás ocultarte bien y desaparecer entre la niebla, entre la niebla Un hombre alado prefiere la noche Me veras volver Me veras volver...
Soda Stereo	El Rito	Soy un profanador Estoy desafiando al tiempo Ya ves mi transgresion Es procurar tenerte El cielo entiende que mi obsecion Esta llegando a un limite Y el desierto al menos soy No parece no parece tan.... Sueles encontrarme en cualquier lugar Y ya lo sabes nada es casualidad Tu misteriosa forma me lastimara Pero a cada segundo estare mas cerca, mas mas Paralizandome jamas podre esperarte Y no tengo que esperar en un altar de sacrificio Solo meterme en tu ritual y descifrar tu enigma Tal vez no hablarme mas El silencio no es tiempo perdido Sueles encontrarme en cualquier lugar Y ya lo sabes nada es casualidad Tu misteriosa forma me lastimara Pero a cada segundo estare mas cerca, mas mas Desafiando al rito Destruyendo mitos Sueles encontrarme en cualquier lugar Y ya lo sabes nada es casualidad Tu misteriosa forma me lastimara Pero a cada segundo estare mas cerca, mas cerca tuyo Desafiando al rito Destruyendo mitos Desafiando al rito Destruyendo mitos
Soda Stereo	Hombre Al Agua	Nena, nunca voy a ser un superhombre y sueles dejarme solo estoy abriendo el juego un juego elctrico y sueles dejarme solo. Ay, Ay, Ay (sin respuesta) El riesgo es el camino, es tan intenso y sueles dejarme solo Afuera el fro embiste. Adentro el vrtigo y sueles dejarme solo. Ay, Ay, Ay Nena nunca voy a ser un superhombre y sueles dejarme solo
Soda Stereo	En El Séptimo Día	Odio este domingo hbrido de siempre, me da igual, me da igual. Es un beso en la pantalla del autocine sin gozar, sin gozar. El ojo de la aguja la punta de mi lengua es igual, es igual. En el comienzo fue un big-bang y fue caliente revolver, revolver... sobre los ttulos vi caer tu nombre y reaccion, reaccion. Solo Dios sabe que es el sptimo da el abismo y la luna en el sptimo da no descansar... En este tiempo anfibio temo perderte por volar, por volar. El reino de los cielos la llave del averno es igual, es igual. En el sptimo da el abismo y la luna en el sptimo da. Solo Dios sabe que es el sptimo da el abismo y la luna en el sptimo da No descansar...
Soda Stereo	Canción Animal	Hipnotismo de un flagelo dulce tan dulce. Cuero, piel y metal carmin y charol Cuando el cuerpo no espera lo que llaman amor Cada lagrima de hambre el mas puro néctar Nada mas dulce que el deseo en cadenas Cuando el cuerpo no espera lo que llaman amor Mas se pide y se vive canción animal, canción animal No me sirven las palabras gemir es mejor Cuando el cuerpo no espera lo que llaman amor Mas se pide y se vive canción animal, canción animal Mas se vive y se vive (Mas, Mas) mas se vive y se vive canción animal, canción animal
Soda Stereo	Trátame Suavemente	Alguien me a dicho que la soledad se esconde tras tus ojos, y que tu blusa atora sentimientos, que respiras tenes que comprender que no puse tus miedos donde estan guardados, y que no podre quitartelos si al hacerlo me desgarras. No quiero soñar mil veces la mismas cosas ni contemplarlas sabiamente quiero que me trates suavemente. Te comportas de acuerdo con lo que te dicta cada momento y esta inconstancia, no es algo heroico es mas bien algo enfermo. No quiero soñar mil veces las mismas cosas ni contemplarlas sabiamente quiero que me trates suavemente. No quiero soñar mil veces las mismas cosas ni contemplarlas sabiamente quiero que me trates suavemente quiero que me trates suavemente quiero que me trates suavemente suavemente, suavemente Suavemente.
Soda Stereo	Paseando Por Roma	Mañana es mejor!!!! Que ahora es hora de colgar Estoy perdido en la línea Son las doce y te llamé Desespero Pero es mejor decir adiós e intentar Mañana Ahora es hora de volver Esta noche soy un robocop Todo el tiempo me encontré dando vueltas Es extraña esta ciudad o yo estoy fuera de escala Ahora es hora y no fue ayer mis amigos He cambiado, pero aún mi corazón permanece intacto, tan intacto como ayer Nada más para Decir sólo: Hasta Mañana!!!!!!!
Soda Stereo	Zoom	Quiero un zoom anatomico quiero el fin del secreto Entre tus labios de plata y mi acero inolvidable quiero un loop protagonico Pruebame y veras que todos somos adictos a estos juegos de artificio Voy a hacerte un macro porno intenso Lo que seduce nunca suele estar donde se piensa Zoom Por aqui­ ya estuve te largas a rei­r pues con mi zoom dame un zoom Luz, camara y accion
Soda Stereo	Signos	No hay un modo no hay un punto exacto te doy todo y siempre guardo algo Si estás oculta como sabré quien eres me amas a obscuras duermes envuelta en redes Signos mi parte insegura bajo una luna hostil signos, oh Mar de fondo No caeré en la trampa llámame pronto acertijos bajo el agua Si algo cedes, calmaré tu histeria con los dientes rasgaré tus medias Signos mi parte insegura bajo una luna hostil signos oh Signos uniendo fisuras figuras sin definir signos oh Signos mi parte insegura bajo una luna hostil signos oh Signos uniendo fisuras figuras sin definir signos oh
Soda Stereo	En la Ciudad de la Furia	Me verás volar por la ciudad de la furia donde nadie sabe de mi y yo soy parte de todos Nada cambiará con un aviso de curva en sus caras veo el temor ya no hay fábulas En la ciudad de la furia Me verás caer como un ave de presa me verás caer sobre terrazas desiertas Me desnudaré por las calles azules me refugiaré antes que todos despierten Me dejarás dormir al amanecer entre tus piernas, entre tus piernas sabrás ocultarte bien y desaparecer entre la niebla, entre la niebla Un hombre alado extraña la tierra Me verás volar por la ciudad de la furia donde nadie sabe de mi y yo soy parte de todos La luz del Sol derrite mis alas sólo encuentro en la oscuridad lo que me une con la ciudad de la furia Me verás caer como una flecha salvaje me verás caer entre vuelos fugaces Buenos Aires se ve tan susceptible es el destino de furias lo que en sus caras persiste Me dejarás dormir al amanecer entre tus piernas, entre tus piernas sabrás ocultarte bien y desaparecer entre la niebla, entre la niebla Un hombre alado prefiere la noche Me veras volver Me veras volver...
Soda Stereo	Un Misil En Mi Placard	Refugiados sobre el diván agitados por nuestras formas. Algo ocurrio una  extraña sensación un presentimiento tuve que dejar de hacer el amor en el momento. Fui en busca de un abrigo Encendi un cigarrillo. Y ahi lo vi. Un misil en mi placard mi placard Un modelo para armar pero nunca para desarmar Te mire tristemente No hay mas tiempo que perder Estaba ahí un misil en mi placard mi placard. Un modelo para armar pero nunca para desarmar Aquí también o creias que estaba lejos También o creias que estabas lejos.
Soda Stereo	Pasos	(Suena el mar) prefiero seguir tus pasos (Suena el mar) prefiero seguirte... Tengo mal de alturas y aqu vuelan pjaros de oro si me mare, es por devocin Yo prefiero seguir tus pasos Es igual a un lser la pasin acta por reflejo de 1 a 2, de 2 a 3 Yo prefiero seguir tus pasos Suena el mar Suena el mar Y yo prefiero seguir tus pasos
Soda Stereo	Entre Canibales	Meses navegando tierra a la vista todo volver a ser como fue Las luces de la costa son faros del pasado Todo volver a ser como fue Y cuando salto de cubierta y me abandono a la corriente Nuevas formas crecen son tan atractivas quiero descansar de todo ayer Y voy flotando por el ro voy envuelto en la corriente Hombre al agua Voces que se agitan Hombre al agua Barco a la deriva Y voy flotando por el ro descansando en la corriente Hombre al agua voces que se agitan Hombre al agua barco a la deriva Amaneci Abre los ojos Me ir con estas olas No ests preocupada Todos gritarn Hombre al agua Voces que se agitan barco a la deriva
Soda Stereo	Angel Electrico	Ahi va la tempestad ya parece un paisaje habitual Un arbol color sodio Y la caida de un angel eléctrico Tengo estatica y no querria lastimarte de nuevo volvi sólo y cargado por la caida de otro angel eléctrico Enredado en cables estoy al filo de la resignación Debe ser el habito de esperar que algo quiebre el unisono Un nuevo acorde te hace mirarme a los ojos Aun tengo al sol para besar tu sombra Hoy cai, al dejarte sola ya pagué, por quebrar la calma
Soda Stereo	Planeador	Gira el disco lentamente por la habitación soy piloto de juguetes entre nubes voy Cruzo el valle en mi fragil planeador La ternura de tu duda mi habitual rincón en cada minimo detalle creo oir tu voz Cruza el valle suenas fragil como yo
Soda Stereo	Coral	Coral (Gustavo Cerati) El reloj marcó la hora del final de otra epoca vacia. Despertó con el perfume embriagador de comenzar su nueva vida. El paisaje alrededor siente que la abraza. Una brisa tropical fortalezas de agua. Piensa en formas de coral... Corre y sueña bajo el sol siente que lo alcanza, liberada del temor de volver a casa. Junta formas de coral... Todo aquello que dejó se hundira en la arena, el secreto entre los dos es que nunca volvera.
Soda Stereo	Disco Eterno	Me salí fuera de contexto practicar no te hace perfecto poner un disco eterno moverme con razón Un espíritu a veces seguro otras veces incierto vengo a descubrir porque este deseo crece Entre los dos pasa un meridiano latitud vidas paralelas abrir el sueño stereo crea la dimensión Sin disimular me voy desnudando con cada sonido alta fidelidad cuando este deseo crece Un espíritu a veces seguro otras veces incierto vengo a descubrir porque este deseo crece
Soda Stereo	Zoom	Quiero un zoom anatomico quiero el fin del secreto Entre tus labios de plata y mi acero inolvidable quiero un loop protagonico Pruebame y veras que todos somos adictos a estos juegos de artificio Voy a hacerte un macro porno intenso Lo que seduce nunca suele estar donde se piensa Zoom Por aqui­ ya estuve te largas a rei­r pues con mi zoom dame un zoom Luz, camara y accion
Soda Stereo	Efecto Doppler	Efecto Doppler Oye la frecuencia decaer cada vez que me dejas. Te perseguiría hasta el sol, pero hoy es solo inercia. Y un milenio pasa Oye el arco suena a lagrimas, cada vez que lo tensas. Y oye las sirenas en el mar, si es que aún no lo entiendes. Es el efecto doppler cuando te alejas de mí. Es el efecto doppler cuando te alejas de mí. Vuelve, vuelve...
Soda Stereo	Paseando Por Roma	Mañana es mejor!!!! Que ahora es hora de colgar Estoy perdido en la línea Son las doce y te llamé Desespero Pero es mejor decir adiós e intentar Mañana Ahora es hora de volver Esta noche soy un robocop Todo el tiempo me encontré dando vueltas Es extraña esta ciudad o yo estoy fuera de escala Ahora es hora y no fue ayer mis amigos He cambiado, pero aún mi corazón permanece intacto, tan intacto como ayer Nada más para Decir sólo: Hasta Mañana!!!!!!!
Soda Stereo	Pasos	(Suena el mar) prefiero seguir tus pasos (Suena el mar) prefiero seguirte... Tengo mal de alturas y aqu vuelan pjaros de oro si me mare, es por devocin Yo prefiero seguir tus pasos Es igual a un lser la pasin acta por reflejo de 1 a 2, de 2 a 3 Yo prefiero seguir tus pasos Suena el mar Suena el mar Y yo prefiero seguir tus pasos
Soda Stereo	Angel Eléctrico	Ahi va la tempestad ya parece un paisaje habitual Un arbol color sodio Y la caida de un angel eléctrico Tengo estatica y no querria lastimarte de nuevo volvi sólo y cargado por la caida de otro angel eléctrico Enredado en cables estoy al filo de la resignación Debe ser el habito de esperar que algo quiebre el unisono Un nuevo acorde te hace mirarme a los ojos Aun tengo al sol para besar tu sombra Hoy cai, al dejarte sola ya pagué, por quebrar la calma
Soda Stereo	Crema De Estrellas	Lo que irradia esta noche es especial Sobre el lago resplandece esperaba una tenue aparición nebulosa como siempre e imaginé, su rostro vivido... Cuando esta oscuro todo empieza a verse mas claro en mi constelación Recordé su gustos, conversación astral las canciones que oiamos su cuerpo lunar, refugio celestial y el PH de su saliva y me perdi en la inmensa quietud una crema de estrellas parece cubrirlo todo en mi constelación Recordé su gustos, conversación astral las canciones que oiamos Y subi... Y subi...
Soda Stereo	En Remolinos	Dejame vivir este sueño el mejor que he tenido Una flor, una flor, otra flor un maestro, una causa, un efecto Quien sabra el valor de tus deseos? quien sabra? Gira el sol, gira el mundo, gira Dios energia misteriosa, resplandor Al flotar mi cuerpo en remolinos, resplandor otra flor... Paraiso, zona pura, perfeccion Florecer mirandome a los ojos, perfeccion florecer mirandome a los ojos, perfeccion florecer los dos, florecer florecer los dos, florecer florecer...
Soda Stereo	Camaleón	Camaleón, Se armó la escena justa, vos y yo juntos somos como un templo. El color nos mimetiza, y el frenesi nos suele llegar a tiempo. Te menti y me dejaste hacerlo, pero igual, jamas voy a engañarte. soledad. Mi cuerpo sigue ardiendo, tanto hablar de un sueño recurrente. alguna vez que te perdi el rastro, sospeché; sabias donde esconderte. Y ya no importa saber el final, solo amarte y cruzar el fuego. ¿Cómo sigue esto? ¿Cómo sigue esto? Camaleón, nos quedamos solos. Camaleón, juntos somos como un templo.
Soda Stereo	Luna Roja	el salio y dejo la casa vacia se entrego al suave aire del desierto y entonces la vio la luna roja sobre el mar negro luna roja primero leon luego cordero ruega a dios poder volver del desierto desde que vio la luna roja sobre el mar negro luna  roja cuidame yo te cuidare yo tambien pague placeres ciegos no quiero ver la luna roja sobre el mar negro luna roja luna roja es peligrosa es peligrosa
Soda Stereo	Ameba	Toda esa gente dice que te ama, Toda esa gente dice que te odia y te vas, y te vas confundiendo. Es como ser ameba sin anverso ni reverso. La ilusión eterna de que te vas, y te vas repitiendo... Mas te olvidas, mas me obligas a este sentimiento Mas me obligas mas te olvidas de este sentimiento Sos buena en la cama y sabés guardar un secreto hasta quebrar tu cuerpo, y te vas, y te vas dividiendo. La prudencia no es la duda yo cai desprevenido. Hoy lucis tan oportuna y me vas, y me vas conociendo. Mas te olvidas, mas me obligas a este sentimiento (Mas me obligas te olvidas de este sentimiento.)
Soda Stereo	Nuestra Fe	Bajo esta piel que estoy mudando encendi un amanecer que no para de crecer que no para de crecer. Con el sol de abril y sin saber por qué estoy sudando en nuestra fé que no para de crecer que no para de crecer. Tengo aqui el cristal en mis manos, ya soy todo un corazón que no para de crecer que no para de crecer. Ya no para de crecer el poder de nuestra fé
Soda Stereo	Claroscuro	Cuando ro de placer y me quedo solo susprando formas de humo... Dulce criatura, nunca ests segura y soy tan dependiente de tu amor. No me sigas, no se donde voy; las cenizas vuelan en un claroscuro y me nublan. Paso la frontera del dolor suicida alma fugitiva, librame. Cuando ests dormida volver a tocarte, me confiaste ser tu ngel. (aunque): dulce criatura nunca ests segura, ya no tengas dudas, soy tan dependiente de tu amor. Soy tan vulnerable a tu amor.
Soda Stereo	Fue	He llegado hasta el fin con los brazos cansados tantas veces te vi simulando el olvido y eso pasó Me embriagué hasta el vacio con tu miel venenosa fuiste mia y el hastio nos llevó al desengaño y eso pasó Fue y fue y fue Suaves telas sobre el piso una parte de la euforia y lo mas resbaladizo es creernos sin memoria y eso pasó Fue...
Soda Stereo	Texturas	Son las seis tus relieves me despiertan despues de tanto descansar tiempo al tiempo de volver a celebrar necesito al mundo para darme cuenta me hace falta despues de todo siempre vamos a encontrar texturas, texturas Conocer, tu medida en mi medida acariciando diferencias siempre vamos a encontrar figuras necesito al mundo para darme vuelta mas consigues mas querras tiempo al tiempo de volver a celebrar sin culpa Dispare una frase al viento y una mujer cayo..... Texturas, texturas
Soda Stereo	Hombre Al Agua	Nena, nunca voy a ser un superhombre y sueles dejarme solo estoy abriendo el juego un juego elctrico y sueles dejarme solo. Ay, Ay, Ay (sin respuesta) El riesgo es el camino, es tan intenso y sueles dejarme solo Afuera el fro embiste. Adentro el vrtigo y sueles dejarme solo. Ay, Ay, Ay Nena nunca voy a ser un superhombre y sueles dejarme solo
Soda Stereo	No Existes	Alguna vez fue que planeamos Hacernos todo el daño de una vez dictando una sentencia desafiante No existes no existes no existes no existes Me apoyaron sobre la silla brillante truco de apariencias tu presencia es mi pesadilla No existes no existes no existes no existes Como un extraño tic nervioso arrojo palabras gestos contra la pared Toda una noche embalsamados golpee las mismas caras una y otra vez temi por mi cerebro aprisionado en una cama negra quizas deba tomarme una revancha aun tenemos cuentas por saldar deslizare mi puño por tu espalda No existes no existes no existes no existes Como un extraño tic nervioso arrojo palabras gestos contra la pared un pulso salvaje no existes ....
Soda Stereo	En Camino	La tarde esta cayendo En tus ojos Un auto en el vacio y la niebla Otra vez Un rumor debajo de la piel Casi sin querer Estamos en camino entre los espejismos Deslizandonos hay sombra alrededor Y vemos pasar montañas de piedra Otra vez Por favor no leas el cartel Ni anuncios de ayer No puedo esperarte hasta el fin del siglo No Quiero sentir tu cuerpo Acercandose Quiero encontrar un paraiso no volver Un rumor debajo de la piel Casi sin querer Estamos en camino entre los espejismos No me asustan los desvios, los duendes Solo quiero seguir acercandome Acercandome Puedo encontrar Ese paraiso Acercandome, acercandome Por favor no leas el cartel Casi sin querer Estamos en camino hacia el fin del siglo
Soda Stereo	En Camino	La tarde esta cayendo En tus ojos Un auto en el vacio y la niebla Otra vez Un rumor debajo de la piel Casi sin querer Estamos en camino entre los espejismos Deslizandonos hay sombra alrededor Y vemos pasar montañas de piedra Otra vez Por favor no leas el cartel Ni anuncios de ayer No puedo esperarte hasta el fin del siglo No Quiero sentir tu cuerpo Acercandose Quiero encontrar un paraiso no volver Un rumor debajo de la piel Casi sin querer Estamos en camino entre los espejismos No me asustan los desvios, los duendes Solo quiero seguir acercandome Acercandome Puedo encontrar Ese paraiso Acercandome, acercandome Por favor no leas el cartel Casi sin querer Estamos en camino hacia el fin del siglo
Soda Stereo		Y cada vez que vuelvo tus ecos están y querría despertarme y al fin con vos volver a jugar. Cae el sol y aun sigo soñando sale el sol y no te puedo encontrar. Y cada vez que vuelvo aquí siento que vos me arrojaste a la inercia sin novedad, sin decepción. Cae el sol... etc. Y cada vez que vuelvo un mismo final afuera el mundo sigue soy uno más buscando en el mar Cae el sol... etc. Un extraño destino, una oscura verdad tan sólo tropiezos, amar o callar anduve caminando por calles al azar por calles vacías Buenos Aires, Buenos Aires, humedad...
Soda Stereo	Un Millón De Años Luz	No vuelvas no vuelvas sin razón no vuelvas estaré a un millón de años luz Y cuando el mundo enmudece y las promesas engañan nos revolcamos en el jardin por donde nadie pasa Del fuego vino el diluvio la nave vuelve a partir y mi alimento son las cenizas de una noche larga No vuelvas no vuelvas sin razón no vuelvas estaré a un millón de años luz de casa De las historias pasadas ya no me aturde saber que ella conoce mi perversion en una noche larga y esta noche es larga No vuelvas sin razón no vuelvas yo estaré a un millón de años luz de casa yo estaré a un millón de años luz de casa yo estaré a un millón de años luz de casa
Soda Stereo	Canción Animal	Hipnotismo de un flagelo dulce tan dulce. Cuero, piel y metal carmin y charol Cuando el cuerpo no espera lo que llaman amor Cada lagrima de hambre el mas puro néctar Nada mas dulce que el deseo en cadenas Cuando el cuerpo no espera lo que llaman amor Mas se pide y se vive canción animal, canción animal No me sirven las palabras gemir es mejor Cuando el cuerpo no espera lo que llaman amor Mas se pide y se vive canción animal, canción animal Mas se vive y se vive (Mas, Mas) mas se vive y se vive canción animal, canción animal
Soda Stereo	1990	Y cada vez que vuelvo tus ecos estn y querra despertarme y al fin con vos volver a jugar. Cae el sol y aun sigo soando sale el sol y no te puedo encontrar. Y cada vez que vuelvo aqu siento que vos me arrojaste a la inercia sin novedad, sin decepcin. Cae el sol... etc. Y cada vez que vuelvo un mismo final afuera el mundo sigue soy uno ms buscando en el mar Cae el sol... etc. Un extrao destino, una oscura verdad tan slo tropiezos, amar o callar anduve caminando por calles al azar por calles vacas Buenos Aires, Buenos Aires, humedad...
Soda Stereo	Sueles Dejarme Solo	Nena, nunca voy a ser un superhombre y sueles dejarme solo estoy abriendo el juego un juego elctrico y sueles dejarme solo. Ay, Ay, Ay (sin respuesta) El riesgo es el camino, mas intenso y sueles dejarme solo Afuera el fro embiste. Adentro el vrtigo y sueles dejarme solo. Ay, Ay, Ay Nena nunca voy a ser un superhombre y sueles dejarme solo
Soda Stereo	De Música Ligera	Odio este domingo híbrido de siempre, me da igual, me da igual. Es un beso en la pantalla del autocine sin gozar, sin gozar. El ojo de la aguja la punta de mi lengua es igual, es igual. En el comienzo fue un big-bang y fue caliente revolver, revolver... sobre los títulos vi caer tu nombre y reaccioné, reaccioné. Solo Dios sabe que es el séptimo día el abismo y la luna en el séptimo día no descansaré... En este tiempo anfibio temo perderte por volar, por volar. El reino de los cielos la llave del averno es igual, es igual. En el séptimo día el abismo y la luna en el séptimo día. Solo Dios sabe que es el séptimo día el abismo y la luna en el séptimo día No descansaré...
Soda Stereo	Hombre Al Agua	Nena, nunca voy a ser un superhombre y sueles dejarme solo estoy abriendo el juego un juego elctrico y sueles dejarme solo. Ay, Ay, Ay (sin respuesta) El riesgo es el camino, es tan intenso y sueles dejarme solo Afuera el fro embiste. Adentro el vrtigo y sueles dejarme solo. Ay, Ay, Ay Nena nunca voy a ser un superhombre y sueles dejarme solo
Soda Stereo	Entre Caníbales	Meses navegando tierra a la vista todo volver a ser como fue Las luces de la costa son faros del pasado Todo volver a ser como fue Y cuando salto de cubierta y me abandono a la corriente Nuevas formas crecen son tan atractivas quiero descansar de todo ayer Y voy flotando por el ro voy envuelto en la corriente Hombre al agua Voces que se agitan Hombre al agua Barco a la deriva Y voy flotando por el ro descansando en la corriente Hombre al agua voces que se agitan Hombre al agua barco a la deriva Amaneci Abre los ojos Me ir con estas olas No ests preocupada Todos gritarn Hombre al agua Voces que se agitan barco a la deriva
