artist_name	song_name	lyrics
Soda Stereo	Cae El Sol	Y cada vez que vuelvo tus ecos estan y querra despertarme y al fin con vos volver a jugar Cae el sol y aun sigo soando sale el sol y no te puedo encontrar Y cada vez que vuelvo aqu siento que vos me arrojaste a la inercia sin novedad, sin decepcin Cae el sol y an sigo soando sale el sol y no te puedo encontrar Y cada vez que vuelvo un mismo final afuera el mundo sigue soy uno ms buscando en el mar Un extrao destino una oscura verdad tan slo tropiezos amar o callar anduve caminando por calles al azar por calles vacas Buenos Aires, Argentina humedad Cae el sol sale el sol y cada vez que vuelvo cae el sol sale el sol
Soda Stereo	En La Ciudad De La Furia	Me verás volar por la ciudad de la furia donde nadie sabe de mi y yo soy parte de todos Nada cambiará con un aviso de curva en sus caras veo el temor ya no hay fábulas En la ciudad de la furia Me verás caer como un ave de presa me verás caer sobre terrazas desiertas Me desnudaré por las calles azules me refugiaré antes que todos despierten Me dejarás dormir al amanecer entre tus piernas, entre tus piernas sabrás ocultarte bien y desaparecer entre la niebla, entre la niebla Un hombre alado extraña la tierra Me verás volar por la ciudad de la furia donde nadie sabe de mi y yo soy parte de todos La luz del Sol derrite mis alas sólo encuentro en la oscuridad lo que me une con la ciudad de la furia Me verás caer como una flecha salvaje me verás caer entre vuelos fugaces Buenos Aires se ve tan susceptible es el destino de furias lo que en sus caras persiste Me dejarás dormir al amanecer entre tus piernas, entre tus piernas sabrás ocultarte bien y desaparecer entre la niebla, entre la niebla Un hombre alado prefiere la noche Me veras volver Me veras volver...
Soda Stereo	En El Borde	(Gustavo Cerati) Est  tocando busto ahi Donde no puedes elegir Cuidado con Dorian Grey Su fijo retrovisor Su espiritu de kermesse Miralo de lejos Oh oh oh Dorian Grey Si no andas despierto Se roba tu ropa interior Braguetas abiertas Que importa el dolor Solo esa falta de amor Esta tocando busto ahi Donde no puedes elegir Dorian Grey Dorian Grey Oh Cuidado con Dorian Grey El tiempo es dinero Mantiene su juventud Usando polietileno Comprado en Malu, por Chacha, Chacha Esta tocando busto ahi Donde no puedes elegir Esta tocando busto ahi Donde no puedes elegir
Soda Stereo	Corazón Delator	Un señuelo hay algo oculto en cada sensación ella parece sospechar parece descubrir en mi debilidad los vestigios de una hoguera oh mi corazón se vuelve delator traicionandome Por descuido fui victima de todo alguna vez ella lo puede percibir ya nada puede impedir en mi fragilidad es el curso de las cosas oh mi corazón se vuelve delator se abren mis esposas... un suave latigo una premonición dibujan llagas en las manos un dulce palpito la clave intima se van cayendo de mis labios (mantra) Un señuelo hay algo oculto en cada sensación ella parece sospechar parece descubrir en mi que aquel amor es como un océano de fuego oh mi corazón se vuelve delator la fiebre volvera de nuevo un suave latigo una premonición dibujan llagas en las manos un dulce palpito la clave intima se van cayendo de mis labios... como un mantra de mis labios de mis labios
Soda Stereo	Zona de Promesas	Mama sabe bien Perdi un batalla Quiero regresar Solo a besarla No esta mal ser mi dueño otra vez Ni temer que el rio sangre y calme Al contarle mis plegarias Tarda en llegar Y al final, al final Hay recompensa Mama sabe bien Que mi princesa Cuando regrese Todo quemaba No esta mal sumergirme otra vez Ni temer que el rio sangre y calme Si eh buscar en silencio Tarda en llegar Y al final, al final Hay recompensa Tarda en llegar Y al final, al final Hay recompensa Tarda en llegar Y al final, al final Hay recompensa Tarda en llegar Y al final, al final Hay recompensa En la zona de promesas
Soda Stereo	En la Ciudad de la Furia	Me verás volar por la ciudad de la furia donde nadie sabe de mi y yo soy parte de todos Nada cambiará con un aviso de curva en sus caras veo el temor ya no hay fábulas En la ciudad de la furia Me verás caer como un ave de presa me verás caer sobre terrazas desiertas Me desnudaré por las calles azules me refugiaré antes que todos despierten Me dejarás dormir al amanecer entre tus piernas, entre tus piernas sabrás ocultarte bien y desaparecer entre la niebla, entre la niebla Un hombre alado extraña la tierra Me verás volar por la ciudad de la furia donde nadie sabe de mi y yo soy parte de todos La luz del Sol derrite mis alas sólo encuentro en la oscuridad lo que me une con la ciudad de la furia Me verás caer como una flecha salvaje me verás caer entre vuelos fugaces Buenos Aires se ve tan susceptible es el destino de furias lo que en sus caras persiste Me dejarás dormir al amanecer entre tus piernas, entre tus piernas sabrás ocultarte bien y desaparecer entre la niebla, entre la niebla Un hombre alado prefiere la noche Me veras volver Me veras volver...
Soda Stereo	Nada Personal	Comunicación sin emoción una voz en off con expresión deforme busco algo que me saque este mareo busco calor en esa imagen de video Nada, nada personal nada, nada personal Ella no puede pensar, esta aburrida de tanto simular cayó dormida busco en TV algún mensaje entre líneas busco alguien que sacuda mi cabeza y no encuentro nada, nada Nada personal nada, nada personal nada especial Sinceramente sería tan bueno tocarte pero es inútil, tu cuerpo es de látex y no siento nada Nada personal nada, nada personal
Soda Stereo	Luna Roja	el salio y dejo la casa vacia se entrego al suave aire del desierto y entonces la vio la luna roja sobre el mar negro luna roja primero leon luego cordero ruega a dios poder volver del desierto desde que vio la luna roja sobre el mar negro luna  roja cuidame yo te cuidare yo tambien pague placeres ciegos no quiero ver la luna roja sobre el mar negro luna roja luna roja es peligrosa es peligrosa
Soda Stereo	Sobredosis de TV	Estoy desesperado soy tan vulnerable a su amor ella ya se ha ido un hueco en mi habitación Mis manos siguen frias he perdido la fascinación sus rasgos son escombros detienen mi respiración Acuestate, levantate no puedo seguir asi, oh no Apagalo, enciendelo no puedo seguir asi, oh no Sobredosis de TV no creo poder resistir y un aire demasiado tenso si al menos estuvieras aqui Mi cuerpo procesado al ritmo de su corazon estoy desesperado soy tan vulnerable a su amor Acuestate, levantate no puedo seguir asi, oh no Apagalo, enciendelo no puedo seguir asi, oh no Acuestate, levantate, apagalo, enciendelo no puedo seguir asi No puedo seguir marginandome No puedo, no puedo seguir marginandome
Soda Stereo	Signos	No hay un modo no hay un punto exacto te doy todo y siempre guardo algo Si estás oculta como sabré quien eres me amas a obscuras duermes envuelta en redes Signos mi parte insegura bajo una luna hostil signos, oh Mar de fondo No caeré en la trampa llámame pronto acertijos bajo el agua Si algo cedes, calmaré tu histeria con los dientes rasgaré tus medias Signos mi parte insegura bajo una luna hostil signos oh Signos uniendo fisuras figuras sin definir signos oh Signos mi parte insegura bajo una luna hostil signos oh Signos uniendo fisuras figuras sin definir signos oh
Soda Stereo	Juegos De Seducción	Voy a ser tu mayordomo y vos haras el rol de señora bien o puedo ser tu violador la imaginación esta noche todo lo puede Te llevaré hasta el extremo te llevaré, abrazame, este es el juego de seducción Estamos solos en la selva nadie puede venir a rescatarnos estoy muriendome de sed y es tu propia piel la que me hace sentir este infierno Te llevaré hasta el extremo te llevaré, abrazame este es el juego de seducción Te llevaré hasta el extremo te llevaré te llevaré,abrazame este es el juego de seducción Estoy muriendome de sed y es tu propia piel la que me hace mover, me hace mover, me hace mover en extremo
Soda Stereo	Persiana Americana	Yo te prefiero fuera de foco inalcanzable Yo te prefiero irreversible casi intocable Tus ropas caen lentamente soy un espia, un espectador y el ventilador desgarrandote sé que te excita pensar hasta donde llegaré Es difícil de creer creo que nunca lo podré saber sólo así yo te veré a través de mi persiana americana Es una condena agradable el instante previo es como un desgaste una necesidad más que un deseo Estamos al borde de la cornisa casi a punto de caer no sientes miedo sigues sonriendo sé que te excita pensar hasta donde llegaré Es difícil de creer creo que nunca lo podré saber sólo así yo te veré a través de mi persiana americana Tus ropas caen lentamente soy un espia, un espectador y el ventilador desgarrandote sé que te excita pensar hasta donde llegaré Es difícil de creer creo que nunca lo podré saber sólo así yo te veré a través de mi persiana americana Lo que pueda suceder no gastes fuerzas para comprender sólo así yo te veré a través de mi persiana americana
Soda Stereo	Estoy Azulado	Albun: Nada Personal Song: Estoy Azulado Sola, vino a mi ficcin Sin dudar, a acompaarme Signos sin traduccin silencio, insuperable Cuanto habr cambiado Qu se habr gastado? Podra comunicarme Pero siento tanto la erosin Cerca de su atraccin Tropiezo con mis manos Sufro otra mutacin Un color azulado Algo esta ligndome cuando estoy azulado Quisiera recuperarme a su lado Azulado A su lado, cambiara de color A tu lado oh, oh, oh A su lado, cambiara de color A tu lado oh, oh, oh Porque algo esta ligndome Cuando estoy azulado Quiero recuperarme a su lado
Soda Stereo	Prófugos	Somos cómplices los dos al menos sé que huyo porque amo necesito distensión estar asi despierto es un delirio de condenados Como un efecto desigual yo siempre tomaré el desvío tus ojos nunca mentirán pero ese ruido blanco es una alarma a mis oidos No seas tan cruel no busques más pretextos no seas tan cruel siempre seremos prófugos los dos No tenemos donde ir somos como un area desvastada carreteras sin sentido religiones sin motivo como podremos hoy vivir No seas tan cruel no busques más pretextos no seas tan cruel siempre seremos, siempre seremos prófugos los dos
Soda Stereo	El Rito	Soy un profanador Estoy desafiando al tiempo Ya ves mi transgresion Es procurar tenerte El cielo entiende que mi obsecion Esta llegando a un limite Y el desierto al menos soy No parece no parece tan.... Sueles encontrarme en cualquier lugar Y ya lo sabes nada es casualidad Tu misteriosa forma me lastimara Pero a cada segundo estare mas cerca, mas mas Paralizandome jamas podre esperarte Y no tengo que esperar en un altar de sacrificio Solo meterme en tu ritual y descifrar tu enigma Tal vez no hablarme mas El silencio no es tiempo perdido Sueles encontrarme en cualquier lugar Y ya lo sabes nada es casualidad Tu misteriosa forma me lastimara Pero a cada segundo estare mas cerca, mas mas Desafiando al rito Destruyendo mitos Sueles encontrarme en cualquier lugar Y ya lo sabes nada es casualidad Tu misteriosa forma me lastimara Pero a cada segundo estare mas cerca, mas cerca tuyo Desafiando al rito Destruyendo mitos Desafiando al rito Destruyendo mitos
Soda Stereo	Prófugos	Somos cómplices los dos al menos sé que huyo porque amo necesito distensión estar asi despierto es un delirio de condenados Como un efecto desigual yo siempre tomaré el desvío tus ojos nunca mentirán pero ese ruido blanco es una alarma a mis oidos No seas tan cruel no busques más pretextos no seas tan cruel siempre seremos prófugos los dos No tenemos donde ir somos como un area desvastada carreteras sin sentido religiones sin motivo como podremos hoy vivir No seas tan cruel no busques más pretextos no seas tan cruel siempre seremos, siempre seremos prófugos los dos
Soda Stereo	No Existes	Alguna vez fue que planeamos Hacernos todo el daño de una vez dictando una sentencia desafiante No existes no existes no existes no existes Me apoyaron sobre la silla brillante truco de apariencias tu presencia es mi pesadilla No existes no existes no existes no existes Como un extraño tic nervioso arrojo palabras gestos contra la pared Toda una noche embalsamados golpee las mismas caras una y otra vez temi por mi cerebro aprisionado en una cama negra quizas deba tomarme una revancha aun tenemos cuentas por saldar deslizare mi puño por tu espalda No existes no existes no existes no existes Como un extraño tic nervioso arrojo palabras gestos contra la pared un pulso salvaje no existes ....
Soda Stereo	Persiana Americana	Yo te prefiero fuera de foco inalcanzable Yo te prefiero irreversible casi intocable Tus ropas caen lentamente soy un espia, un espectador y el ventilador desgarrandote sé que te excita pensar hasta donde llegaré Es difícil de creer creo que nunca lo podré saber sólo así yo te veré a través de mi persiana americana Es una condena agradable el instante previo es como un desgaste una necesidad más que un deseo Estamos al borde de la cornisa casi a punto de caer no sientes miedo sigues sonriendo sé que te excita pensar hasta donde llegaré Es difícil de creer creo que nunca lo podré saber sólo así yo te veré a través de mi persiana americana Tus ropas caen lentamente soy un espia, un espectador y el ventilador desgarrandote sé que te excita pensar hasta donde llegaré Es difícil de creer creo que nunca lo podré saber sólo así yo te veré a través de mi persiana americana Lo que pueda suceder no gastes fuerzas para comprender sólo así yo te veré a través de mi persiana americana
Soda Stereo	En Camino	La tarde esta cayendo En tus ojos Un auto en el vacio y la niebla Otra vez Un rumor debajo de la piel Casi sin querer Estamos en camino entre los espejismos Deslizandonos hay sombra alrededor Y vemos pasar montañas de piedra Otra vez Por favor no leas el cartel Ni anuncios de ayer No puedo esperarte hasta el fin del siglo No Quiero sentir tu cuerpo Acercandose Quiero encontrar un paraiso no volver Un rumor debajo de la piel Casi sin querer Estamos en camino entre los espejismos No me asustan los desvios, los duendes Solo quiero seguir acercandome Acercandome Puedo encontrar Ese paraiso Acercandome, acercandome Por favor no leas el cartel Casi sin querer Estamos en camino hacia el fin del siglo
Soda Stereo	Signos	No hay un modo no hay un punto exacto te doy todo y siempre guardo algo Si estás oculta como sabré quien eres me amas a obscuras duermes envuelta en redes Signos mi parte insegura bajo una luna hostil signos, oh Mar de fondo No caeré en la trampa llámame pronto acertijos bajo el agua Si algo cedes, calmaré tu histeria con los dientes rasgaré tus medias Signos mi parte insegura bajo una luna hostil signos oh Signos uniendo fisuras figuras sin definir signos oh Signos mi parte insegura bajo una luna hostil signos oh Signos uniendo fisuras figuras sin definir signos oh
Soda Stereo	Nada Personal	Comunicación sin emoción una voz en off con expresión deforme busco algo que me saque este mareo busco calor en esa imagen de video Nada, nada personal nada, nada personal Ella no puede pensar, esta aburrida de tanto simular cayó dormida busco en TV algún mensaje entre líneas busco alguien que sacuda mi cabeza y no encuentro nada, nada Nada personal nada, nada personal nada especial Sinceramente sería tan bueno tocarte pero es inútil, tu cuerpo es de látex y no siento nada Nada personal nada, nada personal
Soda Stereo	Danza Rota	DANZA ROTA DE SODA STEREO ALBUM NADA PERSONAL las luces me queman la cara no te puedo hallar cómo salir de este castigo soy prisionero de un ritmo cruel aqui estoy deshilajandome hay anarquia en mis movimientos y al mismo tiempo alguien los controla se van cayendo mis ligamentos yo no puedo ser libre sin vos CORO: dame dame una pista algun rastro para hallarte estoy bailando una danza rota quisiera escaparme las luces me queman las manos con la depresion nadie puede meterse soy una mueca absurda fingiendo diversion deseandote CORO: dame dame una pista algun rastro para hallarte estoy bailando una danza rota quisiera escaparme CORO: dame dame una pista algun rastro para hallarte estoy bailando una danza rota quisiera escaparme danza rota dame uuuuuu dame uuuuuu CORO: dame una pista algun rastro para hallarte estoy bailando una danza rota quisiera escaparme
Soda Stereo	El Cuerpo Del Delito	En un momento el grito estallo Detras de mi, detras de vos Sombras, implacables detectives que persiguen, persisten No tienen prueba, ni deficits No es posible la reconstruccion Pone en pedazo todo vestigio, comprometedor Vamonos, salgamos de la habitacion Escondamoslo en algun lugar seguro Asi esta bien Ni la CIA ni la KGB El FBI No esta vez, no podras encontrar El cuerpo del delito, oh El cuerpo del delito, oh El cuerpo del delito, oh El cuerpo del delito Cada uno es su propio delator Su propio infierno individual Yo tengo a mano mi interruptor El donador artificial Vamonos, salgamos de la habitacion Escondamoslo, en algun lugar seguro Asi esta bien Ni la CIA ni la KGD El FBI Esta vez no podras encontrar El cuerpo del delito, oh El cuerpo del delito, oh El cuerpo del delito, oh El cuerpo del delito Buscando, buscando, buscando
Soda Stereo	Juegos De Seducción	Voy a ser tu mayordomo y vos haras el rol de señora bien o puedo ser tu violador la imaginación esta noche todo lo puede Te llevaré hasta el extremo te llevaré, abrazame, este es el juego de seducción Estamos solos en la selva nadie puede venir a rescatarnos estoy muriendome de sed y es tu propia piel la que me hace sentir este infierno Te llevaré hasta el extremo te llevaré, abrazame este es el juego de seducción Te llevaré hasta el extremo te llevaré te llevaré,abrazame este es el juego de seducción Estoy muriendome de sed y es tu propia piel la que me hace mover, me hace mover, me hace mover en extremo
Soda Stereo	Estoy Azulado	Albun: Nada Personal Song: Estoy Azulado Sola, vino a mi ficcin Sin dudar, a acompaarme Signos sin traduccin silencio, insuperable Cuanto habr cambiado Qu se habr gastado? Podra comunicarme Pero siento tanto la erosin Cerca de su atraccin Tropiezo con mis manos Sufro otra mutacin Un color azulado Algo esta ligndome cuando estoy azulado Quisiera recuperarme a su lado Azulado A su lado, cambiara de color A tu lado oh, oh, oh A su lado, cambiara de color A tu lado oh, oh, oh Porque algo esta ligndome Cuando estoy azulado Quiero recuperarme a su lado
Soda Stereo	Observándonos	(Gustavo Cerati/Hector Bosio) Rapido, que no nos ven Rapido, no te quedes Rapido, hay que bailar Rapido, cada vez mas rapido No se se~or No tengo idea donde estan mis documentos...para el bien Rapido, no hay mas lugar Rapido, prohibido estacionar Rapido, acelerar Rapido, exceso de velocidad No se doctor, no se muy bien si es mi mu~eca o mi reloj...automatico Rapido, que pierdo el tren Rapido, que ya aumento Rapido, la informacion Rapido que dia es hoy, que dia es hoy No se, mi amor, no tengo idea donde hay aire para...respirar Solo tenemos una hora Sacate todo de una vez A donde vas No se mi amor No se muy bien si es que te quiero o esque Ya no nos queda ni un segundo Y no te has desvestido aun A donde vas, rapido A donde vas, rapido A donde vas, rapido A donde vas, rapido A donde vas
Soda Stereo	Imágenes Retro	debo tomar el antidoto para romper con la rigidez vivo como un sonanbulo buscando plieges en la pared Ohhhhhhh telarañas sueño con telarañas telarañas.. que cuelgan de mi .. esto parece un museo de seda un simulacro demasiado real debo encontrar algun sitio afuera debo cambiar la cena... entre... telarañas sueño con telarañas telarañas.. que cuelgan de mi ... mis ojos perciben otra ves imagenes retro asi es la trama de este film, tu propio reflejo retro...... mis ojos perciben otra ves imagenes retro reproduciendose sin fin dejandome inmovil entre... telarañas sueño con telarañas telarañas.. que cuelgan de mi ... telarañas sueño con telarañas telarañas.. que cuelgan de mi ... Ohhhhhhhhhhh ohhhhhhhhh ohh.....
Soda Stereo	Ecos	Ecos (ecos, ecos) los mismos instantes Ecos (ecos, ecos) cubriendo mi soledad Estoy moviéndome con mis propios latidos Llenando vacios Todo es tan igual Tan predecible Tan frio.... Ecos (ecos, ecos) formas que se repiten Ecos (ecos, ecos) sacuden mis sueños Estoy moviéndome con mis propios latidos Llenando vacios Todo es tan igual Llenando vacios Todo es tan normal Tan frio Llenando vacios Llenando vacios Ecos, ecos, ecos...
Soda Stereo	Te Hacen Falta Vitaminas	Por mas que tengan los volumenes andando Viviendo tus membranas Saltando como una rana Por mas que intentes esquivarlo en algun vuelo Hay algo que te rasca Algo anda mal, mal, algo falla Dando vueltas por tu cuarto sin sentido, esperando algun milagro y no pasa nada Oye! te hacen falta vitaminas Oye! te hacen falta vitaminas Depresiones, confusiones Hasta cuando seguiran esas canciones Y que te da para soltarte? para animarte? O supones que alguien viene a despertarte? Oye! te hacen falta vitaminas (vitaminas uh uh) Oye! te hacen falta vitaminas (vitaminas) Va a ser mejor que te levantes de una vez Oye! te hacen falta vitaminas (vitaminas uh uh) Oye! te hacen falta vitaminas ( uh uh) Oye! te hacen falta vitaminas (vitaminas, uh uh) Oye! te hacen falta vitaminas ( uh uh) Oye! te hacen falta vitaminas (vitaminas, uh uh) Oye! te hacen falta vitaminas, minas, minas, minas He!
Soda Stereo	Trátame Suavemente	Alguien me a dicho que la soledad se esconde tras tus ojos, y que tu blusa atora sentimientos, que respiras tenes que comprender que no puse tus miedos donde estan guardados, y que no podre quitartelos si al hacerlo me desgarras. No quiero soñar mil veces la mismas cosas ni contemplarlas sabiamente quiero que me trates suavemente. Te comportas de acuerdo con lo que te dicta cada momento y esta inconstancia, no es algo heroico es mas bien algo enfermo. No quiero soñar mil veces las mismas cosas ni contemplarlas sabiamente quiero que me trates suavemente. No quiero soñar mil veces las mismas cosas ni contemplarlas sabiamente quiero que me trates suavemente quiero que me trates suavemente quiero que me trates suavemente suavemente, suavemente Suavemente.
Soda Stereo	Dietético	Dietetico, dietetico Somos un conjunto dietetico Giramos una onda dietetica Canciones de amor con sacarina Con menos de una caloria Dietetico, dietetico Somos un conjunto dietetico Mejoramos un mensaje genetico Sacude tu cuerpo libre, he! Consume que no hay peligro (peligro) Dietetico, dietetico Somos un conjunto dietetico Buscando el paraiso estetico Nuevas mentes descremadas Siluetas de gimnasia Dietetico, dietetico Viviendo una nada dietetica So~ando con una cama sintetica Te quiero pero estas tan gorda Presiento que no sos moderna (moderna) Oh oh oh oh oh Oh oh oh oh oh Oh oh oh oh oh Oh oh oh oh oh El regimen se acabo, se acabo! El regimen se acabo, se acabo! El regimen se acabo, se acabo! El regimen se acabo, se acabo! El regimen se acabo, se acabo!
Soda Stereo	Ni Un Segundo	Rapido, que no nos ven Rapido, no te quedes Rapido, hay que bailar Rapido, cada vez mas rapido No se seor No tengo idea donde estan mis documentos...para el bien Rapido, no hay mas lugar Rapido, prohibido estacionar Rapido, acelerar Rapido, exceso de velocidad No se doctor, no se muy bien si es mi mueca o mi reloj...automatico Rapido, que pierdo el tren Rapido, que ya aumento Rapido, la informacion Rapido que dia es hoy, que dia es hoy No se, mi amor, no tengo idea donde hay aire para...respirar Solo tenemos una hora Sacate todo de una vez A donde vas Albun: Soda Stereo Song:  Ni Un Segundo No se mi amor No se muy bien si es que te quiero o esque Ya no nos queda ni un segundo Y no te has desvestido aun A donde vas, rapido A donde vas, rapido A donde vas, rapido A donde vas, rapido A donde vas
Soda Stereo	Un Misil En Mi Placard	Refugiados sobre el diván agitados por nuestras formas. Algo ocurrio una  extraña sensación un presentimiento tuve que dejar de hacer el amor en el momento. Fui en busca de un abrigo Encendi un cigarrillo. Y ahi lo vi. Un misil en mi placard mi placard Un modelo para armar pero nunca para desarmar Te mire tristemente No hay mas tiempo que perder Estaba ahí un misil en mi placard mi placard. Un modelo para armar pero nunca para desarmar Aquí también o creias que estaba lejos También o creias que estabas lejos.
Soda Stereo	El Tiempo Es Dinero	Cerati/Bosio En un momento el grito estallo Detras de mi, detras de vos Sombras, implacables detectives que prosiguen, persisten No tienen prueba, ni deficits No es posible la reconstruccion Pone en pedazo todo vestigio, comprometedor Vamonos, salgamos de la habitacion Escondamoslo en algun lugar seguro Asi esta bien Dinastia en la calle B El FBI No esta vez, no podras encontrar El cuerpo del delito, oh El cuerpo del delito, oh El cuerpo del delito, oh El cuerpo del delito Cada uno su propio delator Su propio infierno individual Yo tengo a mano, interruptor El donador artificial Vamonos, salgamos de la habitacion Escondamoslo, en algun lugar seguro Asi esta bien Dinastia en la Calle B El FBI Esta vez no podras encontrar El cuerpo del delito, oh El cuerpo del delito, oh El cuerpo del delito, oh El cuerpo del delito Buscando, buscando, buscando
Soda Stereo	Afrodisíacos	Desperté, desperté, con los pies helados Dónde estas? qué pasó anoche? no recuerdo bien... Solo un raro olor Manchas en el techo Bailando hasta cambiar la piel Sorbiendo esa posión salvaje Afrodisiacos, afrodisiacos Afrodisiacos, afrodisiacos siento tu veneno en mis espaldas Bailando hasta cambiar la piel Bailando hasta cambiar la piel Oh, hasta cambiar la piel Hasta cambiar la piel Hasta cambiar la piel Hasta cambiar la piel
Soda Stereo	Mi Novia Tiene Bíceps	Cerati/Ficicchia Debo tomar el antidoto Para romper con la dives Vivo como un sonambulo Buscando pliegues en la pared Oh telera¤as, sue¤o con telara¤as Telara¤as, que cuelgan de mi Esto parece un museo de cera Un simulacro demasiado real Debo encontrar algun sitio afuera Debo cambiar la cena entre telara¤as Sue¤o con telara¤as Telara¤as que cuelgan de mi Mis ojos perciben otra vez Imagenes-retro Asi es la trama de este film Tu propio reflejo (reflejo) Mis ojos perciben otra vez Imagenes-Retro Reproduciendose sin fin Dejandome inmovil entre telara¤as Sue¤o con telara¤as Telara¤as que cuelgan de mi Telara¤as, sue¤o con telara¤as Telara¤as, que cuelgan de mi Oh oh oh, oh oh
